Codigo	Nome	Nome_iupac	Familia	Especie	Smile	HBA	HBD	Atividade_biologica	Localizacao	Localizacao_arquivo	massa_molecular	Formula_molecular	Logp	Referencia	Data	Datamod	Hora	Tipo
VE0ELA0SF	16-hidroxi-18-acetoxicass-13(15)-eno	[(1R,4aR,4bR,7E,8R,8aR,10aS)-7-(2- hydroxyethylidene)-1,4a,8-trimethyl- tetradecahydrophenanthren-1-yl]methyl acetate 	LEGUMINOSAE	Plathymenia reticulata Benth.	C[C@@H]1[C@H]2CC[C@@H]3[C@](C)(COC(C)=O)CCC[C@]3(C)[C@@H]2CC\C1=C/CO	3	1	No information.	Espécie com ampla distribuição nas áreas tropicais da América do Sul, principalmente no Brasil Central alcançando a Bolívia e Paraguai, para o sul, o Suriname e os estados do Pará e Amapá, para o norte. Ocorre principalmente em cerrado e florestas estacionais.	Molecules\VE0ELA0SF.mol	348527	C22H36O3	5009	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 304.	2013-45-4	2014-25-17	11:36:43	Natural
VE0FLA0SF	Acetato de vinhaticila	[(1R,2R,6R,7S,10R,11R)-2,6,11-trimethyl-15- oxatetracyclo[8.7.0.0^{2,7}.0^{12,16}]heptadeca- 12(16),13-dien-6-yl]methyl acetate	LEGUMINOSAE	Plathymenia reticulata Benth.	C[C@@H]1[C@H]2CC[C@@H]3[C@](C)(COC(C)=O)CCC[C@]3(C)[C@@H]2CC2=C1C=CO2	3	0	No information.	Espécie com ampla distribuição nas áreas tropicais da América do Sul, principalmente no Brasil Central alcançando a Bolívia e Paraguai, para o sul, o Suriname e os estados do Pará e Amapá, para o norte. Ocorre principalmente em cerrado e florestas estacionais.	Molecules\VE0FLA0SF.mol	344495	C22H32O3	5.39	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 304.	2013-45-4	2014-25-17	11:37:7	Natural
VE0GLA0SI	Crisofanol	1,8-dihydroxy-3-methyl-9,10-dihydroanthracene-9,10- dione 	LEGUMINOSAE	Senna macranthera var. pudibunda (Benth.) H. S. Irwin & Barneby	CC1=CC(O)=C2C(=O)C3=C(C=CC=C3O)C(=O)C2=C1	4	2	No information.	Planta da caatinga, distribuindo-se do Ceará e Rio Grande do Norte à Bahia.	Molecules\VE0GLA0SI.mol	254241	C15H10O4	3535	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 310.	2013-45-4	2014-25-17	11:37:20	Natural
VE0HLA0SI	Fisciona	1,8-dihydroxy-3-methoxy-6-methyl-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna macranthera var. pudibunda (Benth.) H. S. Irwin & Barneby	COC1=CC2=C(C(O)=C1)C(=O)C1=C(O)C=C(C)C=C1C2=O	5	2	No information.	Planta da caatinga, distribuindo-se do Ceará e Rio Grande do Norte à Bahia.	Molecules\VE0HLA0SI.mol	284267	C16H12O5	3544	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 310.	2013-45-4	2014-25-17	11:37:28	Natural
VE0ILA0SI	Crisofanol dimetil eter	3-hydroxy-1,8-dimethoxy-6-methyl-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna macranthera var. pudibunda (Benth.) H. S. Irwin & Barneby	COC1=CC(O)=CC2=C1C(=O)C1=C(OC)C=C(C)C=C1C2=O	5	1	No information.	Planta da caatinga, distribuindo-se do Ceará e Rio Grande do Norte à Bahia.	Molecules\VE0ILA0SI.mol	298294	C17H14O5	3.56	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 310.	2013-45-4	2014-25-17	11:37:37	Natural
VE0JLA0SI	trans-3,3’5,5’-tetraidroxi-4-metoxiestilbeno	5-[(E)-2-(3,5-dimethylphenyl)ethenyl]-2- methoxybenzene-1,3-diol 	LEGUMINOSAE	Senna macranthera var. pudibunda (Benth.) H. S. Irwin & Barneby	COC1=C(O)C=C(\C=C\C2=CC(C)=CC(C)=C2)C=C1O	3	2	No information.	Planta da caatinga, distribuindo-se do Ceará e Rio Grande do Norte à Bahia.	Molecules\VE0JLA0SI.mol	270328	C17H18O3	4337	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 310.	2013-45-4	2014-25-17	11:37:47	Natural
VE0KLA0SI	cassiapirona	{5-hydroxy-8-methoxy-2,7-dimethyl-4-oxo-4H- benzo[h]chromen-10-yl}oxidanesulfonic acid 	LEGUMINOSAE	Senna macranthera var. pudibunda (Benth.) H. S. Irwin & Barneby	COC1=C(C)C2=C(C(OS(O)(=O)=O)=C1)C1=C(C(O)=C2)C(=O)C=C(C)O1	8	2	No information.	Planta da caatinga, distribuindo-se do Ceará e Rio Grande do Norte à Bahia.	Molecules\VE0KLA0SI.mol	366347	C16H14O8S	0.36	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 310.	2013-45-4	2014-25-17	11:37:58	Natural
VE0LLA0SI	Cassialactona	(3S)-9,10-dihydroxy-3-(hydroxymethyl)-7-methoxy-3- methyl-1H,3H,4H-naphtho[2,3-c]pyran-1-one 	LEGUMINOSAE	Senna macranthera var. pudibunda (Benth.) H. S. Irwin & Barneby	COC1=CC2=C(C(O)=C1)C(O)=C1C(=O)O[C@](C)(CO)CC1=C2	6	3	No information.	Planta da caatinga, distribuindo-se do Ceará e Rio Grande do Norte à Bahia.	Molecules\VE0LLA0SI.mol	304298	C16H16O6	2173	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 312.	2013-45-4	2014-25-17	11:38:8	Natural
VE0MLA0AF	Tri-acetato-cassialactona	9,10-dimethyl (3S)-7-methoxy-3-(2-methoxy-2- oxoethyl)-3-methyl-1-oxo-1H,3H,4H-naphtho[2,3- c]pyran-9,10-dicarboxylate 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC(=O)C[C@]1(C)CC2=CC3=C(C(=CC(OC)=C3)C(=O)OC)C(C(=O)OC)=C2C(=O)O1	9	0	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuinda do México até a Argentina, mas também espontânea na África e Ásia tropicais.	Molecules\VE0MLA0AF.mol	430409	C22H22O9	2732	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 312 .	2013-45-4	2014-25-17	11:40:37	Natural
VE0NLA0AF	2,5-diidroxi-1,4-benzoquinona	2,5-dimethoxycyclohexa-2,5-diene-1,4-dione	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=CC(=O)C(OC)=CC1=O	4	0	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuinda do México até a Argentina, mas também espontânea na África e Ásia tropicais.	Molecules\VE0NLA0AF.mol	168148	C8H8O4	-844	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 312.	2013-45-4	2014-25-17	11:41:10	Natural
VE0OLA0AF	1-hidroxi-7-metoxi-3-metilantraquinona	1-hydroxy-7-methoxy-3-methyl-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=CC2=C(C=C1)C(=O)C1=CC(C)=CC(O)=C1C2=O	4	1	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.	Molecules\VE0OLA0AF.mol	268268	C16H12O4	3835	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-4	2014-25-17	11:41:20	Natural
VE0PLA0AF	1,7,8-triidroxi-2,3-demetoxiantraquinona	1,7,8-trihydroxy-2,3-dimethoxy-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=C(OC)C(O)=C2C(=O)C3=C(C=CC(O)=C3O)C(=O)C2=C1	7	3	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.  	Molecules\VE0PLA0AF.mol	316265	C16H12O7	2434	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:41:36	Natural
VE0QLA0AF	1,2,6,8-tetraidroxi-7-metoxi-3-metilantraquinona	1,2,6,8-tetrahydroxy-7-methoxy-3-methyl-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=C(O)C2=C(C=C1O)C(=O)C1=CC(C)=C(O)C(O)=C1C2=O	7	4	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.  	Molecules\VE0QLA0AF.mol	316265	C16H12O7	2732	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:41:45	Natural
VE0RLA0AF	1,2,3,8-tetrametoxiantraquinona-7-O-β-D-glucopiranosideo	1,2,3,8-tetramethoxy-6,7-dimethyl-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=C(OC)C(OC)=C2C(=O)C3=C(C=C(C)C(C)=C3OC)C(=O)C2=C1	6	0	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.  	Molecules\VE0RLA0AF.mol	356374	C20H20O6	4259	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:41:55	Natural
VE0SLA0AF	5,7-diidroxi-2-(4-hidroxifenoxi)-cromona	5,7-dihydroxy-2-(4-hydroxyphenoxy)-4H-chromen-4- one 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	OC1=CC=C(OC2=CC(=O)C3=C(O2)C=C(O)C=C3O)C=C1	6	3	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.	Molecules\VE0SLA0AF.mol	286239	C15H10O6	2422	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:42:5	Natural
VE0TLA0AF	3,4-diidroxi-7-metoxi-3-metileno-1H-nafto[2,3-c]piran-1-ona	9,10-dihydroxy-7-methoxy-3-methylidene-1H,3H,4H- naphtho[2,3-c]pyran-1-one 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=CC2=C(C(O)=C1)C(O)=C1C(=O)OC(=C)CC1=C2	5	2	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.  	Molecules\VE0TLA0AF.mol	272256	C15H12O5	3315	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:42:14	Natural
VE0ULA0SI	Crisofanol-10,10’-biantrona	(10S)-10-[(9S)-4,5-dihydroxy-2-methyl-10-oxo-9,10- dihydroanthracen-9-yl]-1,8-dihydroxy-3-methyl-9,10- dihydroanthracen-9-one 	LEGUMINOSAE	Senna occidentalis (L.) Link	 CC1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(C3C4=CC(C)=CC(O)=C4C(=O)C4=C3C=CC=C4O)C2=C1	6	4	Allergenic and antimicrobial.	Planta invasora em praticamente toda a América subtropical assim como na África, Ásia e Austrália. No semiárido, ocorre principalmente em áreas degradadas e alagadiças.  	Molecules\VE0ULA0SI.mol	478.5	C30H22O6	6446	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 316.	2013-45-5	2014-25-17	11:42:25	Natural
VE0VLA0SI	(69) 1,7-diidroxi-3-metil-9H-xanten-9-ona	1,7-dihydroxy-3-methyl-9H-xanthen-9-one	LEGUMINOSAE	Senna occidentalis (L.) Link	CC1=CC(O)=C2C(=O)C3=C(OC2=C1)C=CC(O)=C3	4	2	Allergenic and antimicrobial.	Planta invasora em praticamente toda a América subtropical assim como na África, Ásia e Austrália. No semiárido, ocorre principalmente em áreas degradadas e alagadiças.  	Molecules\VE0VLA0SI.mol	242.23	C14H10O4	3.2	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 316.	2013-45-5	2014-25-17	11:42:35	Natural
VE0WLA0AF	1,2,8-triidroxi-6,7-dimetoxi-3-metilantraquinona	1,2,8-trihidroxy-6,7-dimethoxi-3-methyl-9,10-dihydroanthracene-9,10-dione	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=CC2=C(C(O)=C1OC)C(=O)C1=C(O)C(O)=C(C)C=C1C2=O	7	3	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.  	Molecules\VE0WLA0AF.mol	330292	C17H14O7	3.04	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:42:46	Natural
VE0XLA0AF	1,3,7-triidroxi-2,8-dimetoxi-6-metilantraquinona	1,3,7-trihydroxy-2,8-dimethoxy-6-methyl-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=C(O)C=C2C(=O)C3=C(C(=O)C2=C1O)C(OC)=C(O)C(C)=C3	7	3	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.  	Molecules\VE0XLA0AF.mol	330292	C17H14O7	3008	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:42:56	Natural
VE0YLA0AF	2,8-dimetoxiantraquinona-3-O-β-D-glucopiranosideo	1,3-dihydroxy-2,8-dimethoxy-9,10-dihydroanthracene- 9,10-dione 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=CC=CC2=C1C(=O)C1=C(O)C(OC)=C(O)C=C1C2=O	6	2	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.  	Molecules\VE0YLA0AF.mol	300266	C16H12O6	2899	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:43:6	Natural
VE0ZLA0AF	1,2-diidroxi-6,7,8-trimetoxi-3-metilantraquinona	1,2-dihydroxy-6,7,8-trimethoxy-3-methyl-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=CC2=C(C(=O)C3=C(O)C(O)=C(C)C=C3C2=O)C(OC)=C1OC	7	2	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.  	Molecules\VE0ZLA0AF.mol	344319	C18H16O7	3316	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:43:19	Natural
VE0AMA0AF	1,7-diidroxi-2,3,8-trimetoxi-6-metilantraquinona	1,7-dihydroxy-2,3,8-trimethoxy-6-methyl-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna obtusifolia (L.) H. S. Irwin & Barneby	COC1=C(OC)C(O)=C2C(=O)C3=C(C=C(C)C(O)=C3OC)C(=O)C2=C1	7	2	Allergenic and antimicrobial.	Planta invasora de área alagadiça, distribuída do México até a Argentina, mas também espontânea na África e Ásia tropicais.  	Molecules\VE0AMA0AF.mol	344319	C18H16O7	3316	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 313.	2013-45-5	2014-25-17	11:43:29	Natural
VE0BMA0SI	Ácido-7-oxo-11-octadecanoico	methyl 2,8-dihydroxy-6-methyl-9-oxo-9H-xanthene-1- carboxylate 	LEGUMINOSAE	Senna occidentalis (L.) Link	COC(=O)C1=C2C(=O)C3=C(OC2=CC=C1O)C=C(C)C=C3O	6	2	No information. 	Planta invasora em praticamente toda a América subtropical assim como na África, Ásia e Austrália. No semiárido, ocorre principalmente em áreas degradadas e alagadiças.  	Molecules\VE0BMA0SI.mol	300266	C16H12O6	3428	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 316 .	2013-45-5	2014-25-17	11:43:49	Natural
VE0CMA0SI	  Antracenona	8,9-dihydroxy-6-methoxy-3,3,7-trimethyl-1,2,3,4- tetrahydroanthracen-1-one 	LEGUMINOSAE	Senna occidentalis (L.) Link	COC1=CC2=C(C(O)=C1C)C(O)=C1C(=O)CC(C)(C)CC1=C2	4	2	No information	Planta invasora em praticamente toda a América subtropical assim como na África, Ásia e Austrália. No semiárido, ocorre principalmente em áreas degradadas e alagadiças.  	Molecules\VE0CMA0SI.mol	300354	C18H20O4	3868	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 316.	2013-45-5	2014-25-17	11:44:2	Natural
VE0DMA0SI	Occidentalol	(3S)-3,8,9-trihydroxy-6-methoxy-3,7-dimethyl-10- [(2S)-2,5,7,10-tetrahydroxy-2-methyl-4-oxo-1,2,3,4- tetrahydroanthracen-9-yl]-1,2,3,4- tetrahydroanthracen-1-one 	LEGUMINOSAE	Senna occidentalis (L.) Link	COC1=CC2=C(C(O)=C1C)C(O)=C1C(=O)C[C@@](C)(O)CC1=C2C1=C2C[C@](C)(O)CC(=O)C2=C(O)C2=C(O)C=C(O)C=C12	10	7	No information.	Planta invasora em praticamente toda a América subtropical assim como na África, Ásia e Austrália. No semiárido, ocorre principalmente em áreas degradadas e alagadiças.  	Molecules\VE0DMA0SI.mol	574582	C32H30O10	3824	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 316.	2013-45-5	2014-25-17	11:44:27	Natural
VE0EMA0SI	4,4’-bicicrosofanol	1,8-dihydroxy-3-methoxy-2,6-dimethyl-9,10- dihydroanthracene-9,10-dione 	LEGUMINOSAE	Senna occidentalis (L.) Link	COC1=C(C)C(O)=C2C(=O)C3=C(C=C(C)C=C3O)C(=O)C2=C1	5	2	No information.	Planta invasora em praticamente toda a América subtropical assim como na África, Ásia e Austrália. No semiárido, ocorre principalmente em áreas degradadas e alagadiças.  	Molecules\VE0EMA0SI.mol	298294	C17H14O5	3.92	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 316.	2013-45-5	2014-25-17	11:44:48	Natural
VE0FMA0SI	1,8-diidroxi-3-metoxi-2,6-dimetilantraquinona	1,5,8-trihydroxy-3-methyl-9,10-dihydroanthracene- 9,10-dione 	LEGUMINOSAE	Senna occidentalis (L.) Link	CC1=CC2=C(C(O)=C1)C(=O)C1=C(O)C=CC(O)=C1C2=O	5	3	No information.	Planta invasora em praticamente toda a América subtropical assim como na África, Ásia e Austrália. No semiárido, ocorre principalmente em áreas degradadas e alagadiças.  	Molecules\VE0FMA0SI.mol	270.24	C15H10O5	3268	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 316.	2013-45-5	2014-25-17	11:44:58	Natural
VE0GMA0SI	quinquangulina	5,6-dihydroxy-8-methoxy-2,9-dimethyl-4H- benzo[g]chromen-4-one 	LEGUMINOSAE	Senna rugosa (G. Don) H. S. Irwin & Barneby	COC1=C(C)C2=C(C(O)=C1)C(O)=C1C(=O)C=C(C)OC1=C2	5	2	No information.	Planta de cerrado do Brasil Central, alcançando áreas de cerrado da Chapada Diamantina (Bahia), sul do Piauí, e Chapada do Araripe (Ceará e Pernambuco).	Molecules\VE0GMA0SI.mol	286283	C16H14O5	3026	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 317.	2013-45-5	2014-25-17	11:45:28	Natural
VE0HMA0SI	Rubrofusarina	5,6-dihydroxy-8-methoxy-2-methyl-4H- benzo[g]chromen-4-one 	LEGUMINOSAE	Senna rugosa (G. Don) H. S. Irwin & Barneby	COC1=CC2=C(C(O)=C1)C(O)=C1C(=O)C=C(C)OC1=C2	5	2	No information.	Planta de cerrado do Brasil Central, alcançando áreas de cerrado da Chapada Diamantina (Bahia), sul do Piauí, e Chapada do Araripe (Ceará e Pernambuco).	Molecules\VE0HMA0SI.mol	272256	C15H12O5	2649	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 317.	2013-45-5	2014-25-17	11:45:37	Natural
VE0IMA0SI	1,2,7-triidroxi-6,8-dimetoxi-3-metilantraquinona	(2R,3R)-3,4,6-trihydroxy-5,7-dimethoxy-2-methyl-10- methylidene-2,3,9,10-tetrahydroanthracen-9-one 	LEGUMINOSAE	Senna sophorea (L.) Roxb.	COC1=CC2=C(C(=C)C3=C(O)[C@H](O)[C@H](C)C=C3C2=O)C(OC)=C1O	6	3	No information.	Planta invasora conhecida principalmente da América do Sul. No semiárido, é conhecida por apenas uma amostra no médio São Francisco.	Molecules\VE0IMA0SI.mol	330336	C18H18O6	1192	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 318.	2013-45-5	2014-25-17	11:45:47	Natural
VE0JMA0SI	1,2,6-triidroxi-7,8-dimetoxi-3-metilantraquinona	(2R,3R)-3,4,7-trihydroxy-5,6-dimethoxy-2-methyl-10- methylidene-2,3,9,10-tetrahydroanthracen-9-one 	LEGUMINOSAE	Senna sophorea (L.) Roxb.	COC1=C(OC)C2=C(C=C1O)C(=O)C1=C[C@@H](C)[C@@H](O)C(O)=C1C2=C	6	3	No information.	Planta invasora conhecida principalmente da América do Sul. No semiárido, é conhecida por apenas uma amostra no médio São Francisco.	Molecules\VE0JMA0SI.mol	330336	C18H18O6	1.16	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 318.	2013-45-5	2014-25-17	11:45:56	Natural
